stream_id,@timestamp,event.kind,event.category,event.type,event.action,event.outcome,event.module,event.dataset,event.duration,security.severity,rule.id,rule.name,service.name,trace.id,span.id,user.id,user.name,log.level,error.class,error.message,message,extras
1788189385912-0,2026-08-31T15:16:25.904868528Z,,api,access,GET /home/kpis,success,,,11000000,,,,code-with-quarkus-pride,2077121be3b64d40974d692022ebf611,f3fd3f101e724f10,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/kpis status=200,"{""source.port"":""0""}"
1788189385893-0,2026-08-31T15:16:25.890522813Z,,api,access,GET /home/situacao,success,,,0,,,,code-with-quarkus-pride,18b9716800e64511b9fd8a871c99c500,f533074d7c3e45f7,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1788189385514-0,2026-08-31T15:16:25.513568982Z,,api,access,GET /home/fluxo,success,,,36000000,,,,code-with-quarkus-pride,63d8e41fb51c47cc95244b4de7aacc7f,5b4e822bcefe40a0,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/fluxo status=200,"{""source.port"":""0""}"
1788189385513-0,2026-08-31T15:16:25.500414783Z,,api,access,GET /home/kpis,success,,,20000000,,,,code-with-quarkus-pride,d8227b158bc64ac0bf42450e7cb00fc5,7e137feebb984908,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/kpis status=200,"{""source.port"":""0""}"
1788189384098-0,2026-08-31T15:16:24.097371903Z,,api,access,GET /home/fluxo,success,,,29000000,,,,code-with-quarkus-pride,b8fc2e9d9a4c45c686e474d87579fd63,839190815a51414a,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/fluxo status=200,"{""source.port"":""0""}"
1788189384086-0,2026-08-31T15:16:24.084313207Z,,api,access,GET /home/kpis,success,,,15000000,,,,code-with-quarkus-pride,9286e0e026954616a91249ba36c5cfee,32e425ad64494b5a,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/kpis status=200,"{""source.port"":""0""}"
1788189384075-0,2026-08-31T15:16:24.069992680Z,,api,access,GET /home/situacao,success,,,1000000,,,,code-with-quarkus-pride,d93d662b9c164689a36cb63b414383ff,f15fe587691b43c8,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1788189382264-0,2026-08-31T15:16:22.263336518Z,,api,access,GET /home/fluxo,success,,,19000000,,,,code-with-quarkus-pride,ad01629c3f354d4095e7b284b79fe354,f2f7430c01f04621,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/fluxo status=200,"{""source.port"":""0""}"
1788189382261-0,2026-08-31T15:16:22.254975084Z,,api,access,GET /home/kpis,success,,,10000000,,,,code-with-quarkus-pride,c4f9cc90eee8406b92b86f0011050ef4,1e8ce83e64f141b2,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/kpis status=200,"{""source.port"":""0""}"
1788189382246-0,2026-08-31T15:16:22.244412478Z,,api,access,GET /home/situacao,success,,,0,,,,code-with-quarkus-pride,d0ee0b7f4d624b7aa226c08746ed747a,aa787e67c6184a6f,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1788189380494-0,2026-08-31T15:16:20.488145681Z,,api,access,GET /home/fluxo,success,,,43000000,,,,code-with-quarkus-pride,6d3d2d0bccb4427f9158c92113aac9f5,b2f1b9229a544684,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/fluxo status=200,"{""source.port"":""0""}"
1788189380476-0,2026-08-31T15:16:20.474134735Z,,api,access,GET /home/kpis,success,,,29000000,,,,code-with-quarkus-pride,e8fa2b1d334a4164b8290c233f97636c,a298fd5a03c546bf,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/kpis status=200,"{""source.port"":""0""}"
1788189380454-0,2026-08-31T15:16:20.445622653Z,,api,access,GET /home/situacao,success,,,2000000,,,,code-with-quarkus-pride,cb601c58a90f4461a5806dc93a377a99,444e0b0374034aa0,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1788189378659-0,2026-08-31T15:16:18.655703830Z,,api,access,GET /home/fluxo,success,,,31000000,,,,code-with-quarkus-pride,49a5aff1eabd42db877f69a7fc1f6463,82e36f3fffad41e1,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/fluxo status=200,"{""source.port"":""0""}"
1788189378635-0,2026-08-31T15:16:18.633650797Z,,api,access,GET /home/kpis,success,,,9000000,,,,code-with-quarkus-pride,cfdccf3315c142b9af6a2c2995d4cde2,7a1d13dd66c6487e,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/kpis status=200,"{""source.port"":""0""}"
1788189378628-0,2026-08-31T15:16:18.624610460Z,,api,access,GET /home/situacao,success,,,0,,,,code-with-quarkus-pride,36fe727f66714d708e7ecbd31588eb43,e6e04f3ec18c4f99,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1788189376905-0,2026-08-31T15:16:16.903932775Z,,api,access,GET /home/fluxo,success,,,40000000,,,,code-with-quarkus-pride,5ccb05b42d534fe4acdf9db2ac5f78e8,26cb3ea9dc09494e,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/fluxo status=200,"{""source.port"":""0""}"
1788189376892-0,2026-08-31T15:16:16.886871131Z,,api,access,GET /home/kpis,success,,,23000000,,,,code-with-quarkus-pride,867940320e49445c9c5399da94bb04a6,4045eafba38f40d2,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/kpis status=200,"{""source.port"":""0""}"
1788189376863-0,2026-08-31T15:16:16.862926026Z,,api,access,GET /home/situacao,success,,,0,,,,code-with-quarkus-pride,27e66809c56343f6851be452296b8a29,db3621ce52584f2c,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1788189374981-0,2026-08-31T15:16:14.980725221Z,,api,access,GET /home/fluxo,success,,,33000000,,,,code-with-quarkus-pride,2e5a63d99a9142eca6dccb4baf2d6f88,490e64bca5724805,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/fluxo status=200,"{""source.port"":""0""}"
1788189374970-0,2026-08-31T15:16:14.967383893Z,,api,access,GET /home/kpis,success,,,20000000,,,,code-with-quarkus-pride,24f18775ca6f442799bad63d5619e65a,c066664b4b0b4221,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/kpis status=200,"{""source.port"":""0""}"
1788189374944-0,2026-08-31T15:16:14.943160013Z,,api,access,GET /home/situacao,success,,,0,,,,code-with-quarkus-pride,3cf5e4ed49c6469eb023fef1469c9dd4,ff4f27438f814fe2,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1788189373176-0,2026-08-31T15:16:13.175289528Z,,api,access,GET /home/fluxo,success,,,30000000,,,,code-with-quarkus-pride,c4772f0991a24985bc536bf9de788e90,aced0354fb6e424b,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/fluxo status=200,"{""source.port"":""0""}"
1788189373167-0,2026-08-31T15:16:13.160389176Z,,api,access,GET /home/kpis,success,,,15000000,,,,code-with-quarkus-pride,a02b2d93de944d1886d1cebc6a09f7c3,a7dc8fc50a4b4738,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/kpis status=200,"{""source.port"":""0""}"
1788189373150-0,2026-08-31T15:16:13.145922351Z,,api,access,GET /home/situacao,success,,,1000000,,,,code-with-quarkus-pride,8827d173b579497c9ff49a23810700c7,c6f8ddd998cf472d,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1788189371483-0,2026-08-31T15:16:11.481818220Z,,api,access,GET /home/situacao,success,,,0,,,,code-with-quarkus-pride,24a740047aa6461a84185ba7b2697ab6,32ef1cfa0037450e,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1788189371396-0,2026-08-31T15:16:11.394707204Z,,api,access,GET /home/kpis,success,,,56000000,,,,code-with-quarkus-pride,165add742a8143fd99ed08eb780540ea,01e7c975747b4c7a,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/kpis status=200,"{""source.port"":""0""}"
1788189371377-0,2026-08-31T15:16:11.374472941Z,,api,access,GET /home/fluxo,success,,,35000000,,,,code-with-quarkus-pride,3d9b3c65f2a742199f38f75cb22aaa46,7e60b3e3cced4b6d,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/fluxo status=200,"{""source.port"":""0""}"
1788189371347-0,2026-08-31T15:16:11.338243304Z,,api,access,GET /home/situacao,success,,,0,,,,code-with-quarkus-pride,6b307fa54a5a43f4b1a620925889449c,859637e3428c4529,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1788189369537-0,2026-08-31T15:16:09.535202461Z,,api,access,GET /home/fluxo,success,,,47000000,,,,code-with-quarkus-pride,6a7677b7de104fa1b6f4be474e2a4299,8a08414493f241eb,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/fluxo status=200,"{""source.port"":""0""}"
1788189369528-0,2026-08-31T15:16:09.521865470Z,,api,access,GET /home/kpis,success,,,16000000,,,,code-with-quarkus-pride,3cf3c17428194181baed64e25675390d,545e1fbdbba04eb6,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/kpis status=200,"{""source.port"":""0""}"
1788189369455-0,2026-08-31T15:16:09.453930570Z,,api,access,GET /home/situacao,success,,,0,,,,code-with-quarkus-pride,36a364028a7645379ab0eec36923dc87,16a21c9965a547bc,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1788189367743-0,2026-08-31T15:16:07.741433940Z,,api,access,GET /home/fluxo,success,,,53000000,,,,code-with-quarkus-pride,5775998cdcea4f89a4603b82d026ee29,cce7c60ab6ed4a15,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/fluxo status=200,"{""source.port"":""0""}"
1788189367707-0,2026-08-31T15:16:07.702621412Z,,api,access,GET /home/kpis,success,,,16000000,,,,code-with-quarkus-pride,7be61dc6ef824ec89815b782b743c0d7,5ac4e58bab2c4b1b,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/kpis status=200,"{""source.port"":""0""}"
1788189367691-0,2026-08-31T15:16:07.687606961Z,,api,access,GET /home/situacao,success,,,0,,,,code-with-quarkus-pride,59e4a7c5f3ab4fc196bd38520fdd075d,d32faa566aee48a3,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1788189367380-0,2026-08-31T15:16:07.378652185Z,,api,access,GET /manifest.webmanifest,success,,,0,,,,code-with-quarkus-pride,903ab0765a664c4080d40ed334b4f58d,99a7d1a79731453a,anonymous,anonymous,INFO,,,SPN HTTP access GET /manifest.webmanifest status=200,"{""source.port"":""0""}"
1788189366189-0,2026-08-31T15:16:06.188547930Z,,api,access,GET /home/fluxo,success,,,32000000,,,,code-with-quarkus-pride,e26ac9d3d46641299f1b6ace78832daa,e2e2a29ef8e64a2e,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/fluxo status=200,"{""source.port"":""0""}"
1788189366186-0,2026-08-31T15:16:06.181804749Z,,api,access,GET /home/kpis,success,,,25000000,,,,code-with-quarkus-pride,63fafa8377f34423bbeacced2a0c5bef,f9e1594ebbfb4f0c,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/kpis status=200,"{""source.port"":""0""}"
1788189366165-0,2026-08-31T15:16:06.160878824Z,,api,access,GET /home/situacao,success,,,1000000,,,,code-with-quarkus-pride,4b904d51039a43abbaa6255f487b39dc,3e5dcd42e0824117,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1788189364063-0,2026-08-31T15:16:04.061168148Z,,api,access,GET /modo,success,,,0,,,,code-with-quarkus-pride,784dbadf0f194d2ea107611a354751f7,371fecc8dda24864,anonymous,anonymous,INFO,,,SPN HTTP access GET /modo status=200,"{""source.port"":""0""}"
1788189361025-0,2026-08-31T15:16:01.023534691Z,,api,access,GET /,success,,,101000000,,,,code-with-quarkus-pride,bb4dbee542be4909bdab7ef496158ba3,3d087dd26a5a4734,anonymous,anonymous,INFO,,,SPN HTTP access GET / status=200,"{""source.port"":""0""}"
1788189356485-0,2026-08-31T15:15:56.481213013Z,,api,access,GET /home/situacao,success,,,1000000,,,,code-with-quarkus-pride,e97955a1ec9748a9b8c4c59289e52b6e,d693cc6478964345,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1788189354533-0,2026-08-31T15:15:54.532318348Z,,api,access,GET /home/fluxo,success,,,51000000,,,,code-with-quarkus-pride,05dbabd243544722946c381c14487085,c0a0178c6eac4d13,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/fluxo status=200,"{""source.port"":""0""}"
1788189354498-0,2026-08-31T15:15:54.496139907Z,,api,access,GET /home/kpis,success,,,18000000,,,,code-with-quarkus-pride,8c4aa3db46574d2eb27913350df9aed5,d83cc7eaae434e5c,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/kpis status=200,"{""source.port"":""0""}"
1788189340474-0,2026-08-31T15:15:40.472400834Z,,api,access,GET /home/situacao,success,,,0,,,,code-with-quarkus-pride,4f0231c36d394662b8e4a9273dbf5326,6ec4c4a9f75b479f,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1788189324482-0,2026-08-31T15:15:24.479988872Z,,api,access,GET /home/situacao,success,,,0,,,,code-with-quarkus-pride,e5e75f240dce4353b004d150b23553d9,f11ea769e6334b0d,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1788189323573-0,2026-08-31T15:15:23.572739004Z,,api,access,GET /home/fluxo,success,,,94000000,,,,code-with-quarkus-pride,570d9891b9ba4148b783ea7211d66750,1ce00d740a7141d2,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/fluxo status=200,"{""source.port"":""0""}"
1788189323538-0,2026-08-31T15:15:23.504788501Z,,api,access,GET /home/kpis,success,,,27000000,,,,code-with-quarkus-pride,41a3e32180e24f1f9a5fc3b277b79ec5,3747f4c599ba45f6,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/kpis status=200,"{""source.port"":""0""}"
1788189309464-0,2026-08-31T15:15:09.463255971Z,,api,access,GET /home/situacao,success,,,0,,,,code-with-quarkus-pride,ac912984f4714af391aa14753b0a7b42,4b5541b322bb4b6d,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1788189293486-0,2026-08-31T15:14:53.484796011Z,,api,access,GET /home/situacao,success,,,0,,,,code-with-quarkus-pride,08f1c360195d4e65881d1cc97a459dea,e4befab353244a16,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1788189292518-0,2026-08-31T15:14:52.515544649Z,,api,access,GET /home/kpis,success,,,37000000,,,,code-with-quarkus-pride,5b7ea42e685348f987800858bfcb285f,5678fab175dc475a,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/kpis status=200,"{""source.port"":""0""}"
1788189292500-0,2026-08-31T15:14:52.496707719Z,,api,access,GET /home/fluxo,success,,,25000000,,,,code-with-quarkus-pride,d08593342d2b484281f56e439faba7bc,07f117c07ef84269,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/fluxo status=200,"{""source.port"":""0""}"
1788189277494-0,2026-08-31T15:14:37.487588747Z,,api,access,GET /home/situacao,success,,,1000000,,,,code-with-quarkus-pride,6017c028d2bd4fd1be5294f14312b1ca,f74a2f77cb854b2f,anonymous,anonymous,INFO,,,SPN HTTP access GET /home/situacao status=200,"{""source.port"":""0""}"
1788189262170-0,2026-08-31T15:14:22.170046006Z,,api,access,GET /modo,success,,,4000000,,,,code-with-quarkus-pride,6bb1a7496f0049a9ab99091794543625,63c2cc665b6d441a,anonymous,anonymous,INFO,,,SPN HTTP access GET /modo status=200,"{""source.port"":""0""}"
1788189262101-0,2026-08-31T15:14:22.097756295Z,,api,access,GET /manifest.webmanifest,success,,,18000000,,,,code-with-quarkus-pride,90efdf3b292f42b7b45f4bd0386da165,13e880288de84178,anonymous,anonymous,INFO,,,SPN HTTP access GET /manifest.webmanifest status=200,"{""source.port"":""0""}"
1788189261780-0,2026-08-31T15:14:21.703603656Z,,api,access,GET /,success,,,967000000,,,,code-with-quarkus-pride,d53ab3ebfc464bc6bc4334053872d5ce,3b8b967507b3408c,anonymous,anonymous,INFO,,,SPN HTTP access GET / status=200,"{""source.port"":""0""}"
1788185749778-0,2026-08-31T14:15:49.325473078Z,,api,access,GET /,success,,,6296000000,,,,code-with-quarkus-pride,640817e6a07d4ac08c2bb55f6ea03121,c7ec82765d764b17,anonymous,anonymous,INFO,,,SPN HTTP access GET / status=200,"{""source.port"":""0""}"
1788179137743-0,2026-08-31T12:25:37.664271987Z,,api,access,GET /,success,,,738000000,,,,code-with-quarkus-pride,2501d9714a5f4aeaa1269a83bcb4b11e,e13cf2df763c49c3,anonymous,anonymous,INFO,,,SPN HTTP access GET / status=200,"{""source.port"":""0""}"
1788157977810-0,2026-08-31T06:32:57.255287786Z,,api,access,GET /,success,,,6151000000,,,,code-with-quarkus-pride,fcb716a0ba5f4c6f8553d2cf50867192,ecbddb5ceb26481e,anonymous,anonymous,INFO,,,SPN HTTP access GET / status=200,"{""source.port"":""0""}"
1788093663956-0,2026-08-30T12:41:03.347199152Z,,api,access,GET /,success,,,6612000000,,,,code-with-quarkus-pride,b5f2ed22dc704f16a7a03addef3ae5d8,ad5a2b0a153c4768,anonymous,anonymous,INFO,,,SPN HTTP access GET / status=200,"{""source.port"":""0""}"
1788065038921-0,2026-08-30T04:43:58.867384288Z,,api,access,GET /,success,,,2766000000,,,,code-with-quarkus-pride,d450e63912b647b39c3d80f4d6c4a1b7,b0d6856f633c4fc4,anonymous,anonymous,INFO,,,SPN HTTP access GET / status=200,"{""source.port"":""0""}"
1788055381258-0,2026-08-30T02:03:01.256377325Z,,api,access,GET /,success,,,89000000,,,,code-with-quarkus-pride,a2088c3e6fd54770b2f822017771ab83,9b096c57270b43d9,anonymous,anonymous,INFO,,,SPN HTTP access GET / status=200,"{""source.port"":""0""}"
1788055380960-0,2026-08-30T02:03:00.958660186Z,,api,access,GET /,success,,,43000000,,,,code-with-quarkus-pride,66e3852bcba34c8ca8d53cc71f3c933e,6570d01362f04dd8,anonymous,anonymous,INFO,,,SPN HTTP access GET / status=200,"{""source.port"":""0""}"
1788055380755-0,2026-08-30T02:03:00.751651910Z,,api,access,GET /,success,,,50000000,,,,code-with-quarkus-pride,208e9d21f13a4ae3948ed81db00a371d,b758cf16ed9f43a5,anonymous,anonymous,INFO,,,SPN HTTP access GET / status=200,"{""source.port"":""0""}"
1788055380359-0,2026-08-30T02:03:00.351607577Z,,api,access,GET /,success,,,243000000,,,,code-with-quarkus-pride,dd3bdcca3e8643cabc2f267fd1d71496,f509b9431d4242e1,anonymous,anonymous,INFO,,,SPN HTTP access GET / status=200,"{""source.port"":""0""}"
1788055379855-0,2026-08-30T02:02:59.854984430Z,,api,access,GET /,success,,,37000000,,,,code-with-quarkus-pride,582a3122542e495fb2e250a3afeb5daf,30ad609a0bc54248,anonymous,anonymous,INFO,,,SPN HTTP access GET / status=200,"{""source.port"":""0""}"
1788055379675-0,2026-08-30T02:02:59.675014008Z,,api,access,GET /,success,,,41000000,,,,code-with-quarkus-pride,33f704f4ca814264bb7976919db8027b,bc432a41d9e04b6d,anonymous,anonymous,INFO,,,SPN HTTP access GET / status=200,"{""source.port"":""0""}"
1788055378661-0,2026-08-30T02:02:58.659731294Z,,api,access,GET /,success,,,45000000,,,,code-with-quarkus-pride,4ad6c24aef57455ca69a7448d3b59f7e,fa05df6e19804858,anonymous,anonymous,INFO,,,SPN HTTP access GET / status=200,"{""source.port"":""0""}"
1788055377710-0,2026-08-30T02:02:57.707709909Z,,api,access,GET /,success,,,39000000,,,,code-with-quarkus-pride,0d237da4f7eb492bbb99c60a9f26ee30,01f7f56a08c949d6,anonymous,anonymous,INFO,,,SPN HTTP access GET / status=200,"{""source.port"":""0""}"
1788055377012-0,2026-08-30T02:02:57.004318412Z,,api,access,GET /,success,,,42000000,,,,code-with-quarkus-pride,5e88193a28f44823a75e1f39073ec52c,dd1a13f446fc4a3a,anonymous,anonymous,INFO,,,SPN HTTP access GET / status=200,"{""source.port"":""0""}"
1788055376619-0,2026-08-30T02:02:56.614526632Z,,api,access,GET /,success,,,83000000,,,,code-with-quarkus-pride,47334cb93fed456ea56ac1d3927c0d29,cfe6566d64be4470,anonymous,anonymous,INFO,,,SPN HTTP access GET / status=200,"{""source.port"":""0""}"
1788055376198-0,2026-08-30T02:02:56.197155930Z,,api,access,GET /,success,,,215000000,,,,code-with-quarkus-pride,4fe9af7196db48fbaeba141aa5af6358,f9b74cec92c74ea8,anonymous,anonymous,INFO,,,SPN HTTP access GET / status=200,"{""source.port"":""0""}"
1788054612507-0,2026-08-30T01:50:12.353758154Z,,api,access,GET /,success,,,8091000000,,,,code-with-quarkus-pride,d4a274f6dd094125a043183008e57f88,e85e46a843214699,anonymous,anonymous,INFO,,,SPN HTTP access GET / status=200,"{""source.port"":""0""}"
1788053011242-0,2026-08-30T01:23:31.144634977Z,,api,access,GET /,success,,,997000000,,,,code-with-quarkus-pride,363e3f41c3f145089772e6c1cf138a69,11728ead7ac748b0,anonymous,anonymous,INFO,,,SPN HTTP access GET / status=200,"{""source.port"":""0""}"
1787983849763-0,2026-08-29T06:10:49.762026645Z,,api,access,GET /documentacao/apresentacao.md,success,,,11000000,,,,code-with-quarkus-pride,0403ca1da3d34e099d868ca44fa8ee0e,5986e155ae394e84,anonymous,anonymous,INFO,,,SPN HTTP access GET /documentacao/apresentacao.md status=200,"{""source.port"":""0""}"
1787983846786-0,2026-08-29T06:10:46.785452420Z,,api,access,GET /documentacao/cotas-abuso.md,success,,,9000000,,,,code-with-quarkus-pride,9d9a54e7bf724a00b7778aef4a09b2d0,1b1cd76571824b37,anonymous,anonymous,INFO,,,SPN HTTP access GET /documentacao/cotas-abuso.md status=200,"{""source.port"":""0""}"
1787983845760-0,2026-08-29T06:10:45.759741302Z,,api,access,GET /documentacao/redis.md,success,,,16000000,,,,code-with-quarkus-pride,95a7df3011834820b91bd8ac0ec9528b,6a526f64257f4d92,anonymous,anonymous,INFO,,,SPN HTTP access GET /documentacao/redis.md status=200,"{""source.port"":""0""}"
1787983845258-0,2026-08-29T06:10:45.256493369Z,,api,access,GET /documentacao/sqlite.md,success,,,16000000,,,,code-with-quarkus-pride,8044c2ee479e43cb9f7e4536c484ebc9,5e5dba6a44c94345,anonymous,anonymous,INFO,,,SPN HTTP access GET /documentacao/sqlite.md status=200,"{""source.port"":""0""}"
1787983844773-0,2026-08-29T06:10:44.772349810Z,,api,access,GET /documentacao/posse-do-acervo.md,success,,,12000000,,,,code-with-quarkus-pride,b9d19909be684b51bf30c482e5af029c,73ef4d63881c4806,anonymous,anonymous,INFO,,,SPN HTTP access GET /documentacao/posse-do-acervo.md status=200,"{""source.port"":""0""}"
1787983844298-0,2026-08-29T06:10:44.297566387Z,,api,access,GET /documentacao/java-vs-python.md,success,,,15000000,,,,code-with-quarkus-pride,6c91d4b2c40e4eb3a6a2f0eebc593fd5,2258aea650284462,anonymous,anonymous,INFO,,,SPN HTTP access GET /documentacao/java-vs-python.md status=200,"{""source.port"":""0""}"
1787983843798-0,2026-08-29T06:10:43.796201080Z,,api,access,GET /documentacao/apresentacao,success,,,55000000,,,,code-with-quarkus-pride,cbb9b32ffdc54546adb806e2c5b504b0,286c1f5807e64549,anonymous,anonymous,INFO,,,SPN HTTP access GET /documentacao/apresentacao status=200,"{""source.port"":""0""}"
1787983843442-0,2026-08-29T06:10:43.441299367Z,,api,access,GET /documentacao/testes-de-carga.md,success,,,183000000,,,,code-with-quarkus-pride,04492212947f43e48ce407d3e59020d2,b01a8506a4d1418e,anonymous,anonymous,INFO,,,SPN HTTP access GET /documentacao/testes-de-carga.md status=200,"{""source.port"":""0""}"
1787983841122-0,2026-08-29T06:10:41.121575832Z,,api,access,GET /documentacao/cotas-abuso,success,,,24000000,,,,code-with-quarkus-pride,ece25048f2b141208944e709423cee4d,e9de1e4e805945c3,anonymous,anonymous,INFO,,,SPN HTTP access GET /documentacao/cotas-abuso status=200,"{""source.port"":""0""}"
1787983840268-0,2026-08-29T06:10:40.267132529Z,,api,access,GET /documentacao/redis,success,,,29000000,,,,code-with-quarkus-pride,a48374d6c79c44328be54a8b39883ccf,7adada6375584059,anonymous,anonymous,INFO,,,SPN HTTP access GET /documentacao/redis status=200,"{""source.port"":""0""}"
1787983839824-0,2026-08-29T06:10:39.823819287Z,,api,access,GET /documentacao/sqlite,success,,,34000000,,,,code-with-quarkus-pride,bf20db2294354353a056e5dbbde191da,e0630fa3ab594ca1,anonymous,anonymous,INFO,,,SPN HTTP access GET /documentacao/sqlite status=200,"{""source.port"":""0""}"
1787983839321-0,2026-08-29T06:10:39.320896218Z,,api,access,GET /documentacao/posse-do-acervo,success,,,31000000,,,,code-with-quarkus-pride,9393adfbc8d34ed3b6724b9d7b147ffd,de8edcac9f0d4f5b,anonymous,anonymous,INFO,,,SPN HTTP access GET /documentacao/posse-do-acervo status=200,"{""source.port"":""0""}"
1787983838751-0,2026-08-29T06:10:38.750188252Z,,api,access,GET /documentacao/java-vs-python,success,,,28000000,,,,code-with-quarkus-pride,64c25000487744069dbc5ba9108d5303,f7223861924240e5,anonymous,anonymous,INFO,,,SPN HTTP access GET /documentacao/java-vs-python status=200,"{""source.port"":""0""}"
1787983837450-0,2026-08-29T06:10:37.449662961Z,,api,access,GET /documentacao/testes-de-carga,success,,,47000000,,,,code-with-quarkus-pride,60ac5a89863443b19c7be0e2bd7c95c4,c5b2cd5e0a634364,anonymous,anonymous,INFO,,,SPN HTTP access GET /documentacao/testes-de-carga status=200,"{""source.port"":""0""}"
1787983836779-0,2026-08-29T06:10:36.778375506Z,,api,access,GET /equipe,success,,,87000000,,,,code-with-quarkus-pride,f818b99f1bbb44008e2d419416466e6e,b181277210b34e10,anonymous,anonymous,INFO,,,SPN HTTP access GET /equipe status=200,"{""source.port"":""0""}"
1787983832645-0,2026-08-29T06:10:32.644575432Z,,api,access,GET /manifest.webmanifest,success,,,3000000,,,,code-with-quarkus-pride,d1abc12792c742b2a6662d6f9cbf3b90,af1773fc1b4b4a1c,anonymous,anonymous,INFO,,,SPN HTTP access GET /manifest.webmanifest status=200,"{""source.port"":""0""}"
1787983830163-0,2026-08-29T06:10:30.162144703Z,,api,access,GET /documentacao/instalacao,success,,,232000000,,,,code-with-quarkus-pride,e6895b91a925426eb11ad475c93f265d,608f56feebc2477b,anonymous,anonymous,INFO,,,SPN HTTP access GET /documentacao/instalacao status=200,"{""source.port"":""0""}"
1787983820104-0,2026-08-29T06:10:20.101120990Z,,api,access,GET /documentacao,success,,,119000000,,,,code-with-quarkus-pride,3a76095e062e43888dd48030516b17f9,768467405fa94758,anonymous,anonymous,INFO,,,SPN HTTP access GET /documentacao status=200,"{""source.port"":""0""}"
1787983815297-0,2026-08-29T06:10:15.213242149Z,,api,access,GET /,success,,,612000000,,,,code-with-quarkus-pride,e1c2fe2a1e534e61a7d1be6f624fd2e5,379dfebbbc3c4185,anonymous,anonymous,INFO,,,SPN HTTP access GET / status=200,"{""source.port"":""0""}"
1787881603905-0,2026-08-28T01:46:43.715053600Z,,api,access,GET /,success,,,2023000000,,,,code-with-quarkus-pride,592d8398035e48a5a68eced3d4cf6582,03427b1a93a747e9,anonymous,anonymous,INFO,,,SPN HTTP access GET / status=200,"{""source.port"":""0""}"
